13642;98701;107790
13663;98702;107798
13692;98710;107891
13713;98747;107986
13742;98812;108161
13763;98874;108266
13792;98876;108293
13813;98889;108269
13842;98853;108218
13863;98849;108205
13892;98804;108180
13913;98812;108204
13942;98823;108255
13963;98858;108323
13992;98886;108404
14013;98927;108463
14043;98932;108548
14063;98975;108598
14093;98988;108687
14113;99029;108764
14143;99052;108818
14163;99066;108875
14194;99064;108879
14214;99062;108802
14243;98925;108340
14264;98772;107960
14294;98556;107577
14314;98490;107444
14343;98421;107397
14364;98427;107406
14393;98424;107468
14414;98462;107558
14443;98508;107694
14464;98565;107782
14494;98555;107787
14514;98563;107793
14543;98544;107732
14564;98537;107707
14594;98502;107714
14614;98535;107738
14644;98532;107803
14664;98567;107881
14695;98595;107956
14714;98628;108054
14744;98672;108123
14765;98698;108178
14794;98705;108248
14815;98746;108310
14843;98762;108375
14865;98799;108429
14895;98814;108486
14915;98839;108516
14944;98816;108461
14965;98781;108264
14994;98549;107711
15015;98411;107397
15044;98231;107120
15066;98203;107065
15094;98175;107039
15115;98193;107067
15144;98204;107130
15165;98251;107243
15195;98306;107361
15215;98329;107398
15245;98327;107421
15265;98321;107378
15295;98284;107350
15315;98296;107330
15345;98273;107351
15366;98297;107397
15395;98309;107476
15416;98346;107547
15446;98386;107651
15466;98429;107715
15495;98451;107802
15516;98483;107874
15545;98501;107949
15566;98532;107996
15595;98541;108042
15617;98566;108058
15645;98563;108121
15667;98603;108183
15695;98612;108249
15716;98649;108312
15747;98642;108362
15766;98677;108367
15796;98592;108048
15816;98460;107675
15846;98211;107187
15866;98123;107008
15896;98026;106871
15917;98037;106872
15946;98022;106892
15967;98046;106943
15996;98080;107081
16017;98145;107186
16047;98150;107242
16067;98175;107242
16096;98138;107203
16117;98147;107188
16147;98111;107149
16167;98129;107165
16196;98130;107213
16218;98167;107279
16246;98189;107373
16268;98226;107446
16296;98250;107536
16317;98292;107617
16348;98304;107678
16367;98340;107753
16397;98356;107810
16417;98384;107829
16447;98389;107883
16467;98418;107921
16497;98415;107980
16518;98437;108044
16548;98468;108117
16568;98492;108162
16598;98508;108214
16618;98525;108185
16648;98412;107831
16668;98278;107462
16698;98048;107005
16718;97979;106858
16747;97893;106769
16769;97903;106779
16798;97902;106828
16818;97941;106932
16847;97994;107075
16869;98047;107148
16898;98073;107208
16918;98075;107210
16948;98045;107162
16968;98041;107147
16999;98004;107114
17018;98027;107143
17048;98037;107201
17069;98070;107238
17098;98087;107361
17119;98114;107428
17148;98147;107522
17169;98197;107608
17199;98214;107679
17219;98246;107715
17249;98261;107776
17269;98277;107812
17298;98277;107858
17319;98305;107910
17348;98325;107981
17370;98356;108032
17398;98367;108078
17420;98384;108067
17448;98328;107877
17470;98224;107586
17499;98006;107112
17519;97914;106942
17550;97839;106840
17569;97848;106873
17599;97871;106952
17619;97924;107037
17649;97963;107215
17670;98026;107323
17699;98044;107384
17720;98069;107395
17750;98045;107352
17770;98034;107307
17800;98008;107295
17820;98022;107312
17850;98017;107362
17870;98047;107433
17899;98065;107505
17921;98117;107580
17949;98129;107669
17971;98169;107746
17999;98195;107814
18021;98223;107852
18050;98239;107934
18071;98284;107983
18100;98285;108055
18120;98314;108083
18150;98312;108128
18170;98328;108114
18200;98243;107828
18221;98134;107515
18251;97919;107074
18271;97841;106946
18300;97784;106866
18321;97798;106886
18351;97824;106987
18371;97883;107116
18401;97942;107297
18421;97992;107394
18452;98008;107428
18471;98021;107453
18501;97997;107400
18522;98000;107362
18550;97974;107354
18572;97980;107372
18600;97968;107430
18621;98016;107504
18652;98032;107579
18671;98082;107672
18701;98122;107767
18721;98169;107817
18751;98177;107906
18771;98210;107962
18801;98230;108041
18822;98267;108106
18851;98270;108155
18872;98298;108162
18902;98267;108043
18922;98194;107717
18952;97936;107146
18972;97798;106873
19001;97654;106642
19022;97650;106613
19051;97625;106623
19073;97652;106703
19102;97703;106840
19123;97760;106950
19151;97816;107093
19173;97851;107139
19202;97831;107114
19223;97830;107096
19252;97797;107030
19272;97813;107039
19302;97792;107062
19322;97824;107123
19352;97858;107212
19373;97901;107266
19403;97931;107386
19423;97970;107464
19452;97994;107558
19473;98032;107617
19503;98059;107699
19523;98100;107774
19553;98110;107824
19573;98142;107877
19602;98128;107880
19623;98128;107760
19653;97955;107213
19674;97788;106808
19702;97551;106395
19724;97508;106270
19752;97432;106199
19773;97463;106257
19804;97473;106339
19823;97530;106461
19853;97606;106641
19873;97662;106729
19903;97668;106777
19923;97687;106769
19953;97648;106712
19974;97657;106710
20003;97634;106697
20024;97666;106741
20055;97663;106803
20074;97711;106904
20104;97763;106998
20124;97803;107078
20154;97830;107179
20174;97870;107241
20203;97889;107325
20225;97936;107396
20253;97948;107470
20275;97979;107540
20303;98007;107575
20325;98032;107593
20354;97994;107469
20375;97923;107145
20404;97663;106577
20424;97530;106291
20454;97388;106045
20474;97370;106024
20504;97377;106066
20525;97420;106127
20554;97468;106322
20575;97540;106435
20604;97605;106593
20625;97636;106638
20655;97626;106617
20675;97635;106600
20705;97603;106557
20725;97608;106572
20754;97603;106607
20775;97635;106678
20805;97680;106782
20826;97722;106849
20854;97756;106983
20876;97804;107057
20904;97824;107140
20926;97858;107206
20956;97875;107271
20975;97919;107339
21005;97926;107401
21026;97965;107449
21055;97982;107509
21075;98010;107524
21105;97979;107436
21126;97917;107187
21155;97671;106595
21176;97551;106300
21206;97394;106043
21226;97374;106026
21256;97372;106051
21276;97412;106135
21306;97466;106316
21326;97535;106450
21355;97585;106581
21377;97611;106627
21406;97607;106588
21427;97608;106554
21455;97575;106517
21477;97579;106530
21506;97576;106576
21526;97617;106644
21556;97641;106741
21577;97687;106797
21606;97720;106921
21626;97777;106992
21656;97778;107080
21677;97823;107132
21706;97829;107195
21727;97864;107264
21757;97890;107321
21777;97912;107388
21807;97937;107419
21827;97955;107434
21857;97911;107305
21877;97849;107055
21907;97625;106519
21927;97506;106270
21957;97383;106064
21978;97375;106038
22006;97384;106138
22028;97432;106241
22056;97506;106444
22078;97576;106589
22108;97607;106674
22127;97642;106702
22157;97621;106667
22178;97623;106618
22207;97584;106602
22227;97615;106621
22257;97602;106677
22278;97638;106759
22307;97670;106853
22328;97727;106939
22359;97758;107022
22378;97792;107099
22408;97812;107170
22428;97849;107244
22458;97861;107317
22478;97908;107381
22508;97927;107442
22529;97960;107493
22559;97967;107513
22579;97960;107448
22608;97823;107010
22629;97674;106589
22658;97421;106117
22679;97347;105970
22708;97281;105895
22729;97310;105941
22758;97331;106048
22778;97396;106184
22808;97459;106377
22830;97522;106479
22858;97549;106523
22879;97553;106513
22908;97522;106467
22929;97523;106457
22959;97504;106456
22979;97536;106505
23010;97541;106579
23029;97579;106666
23059;97626;106771
23079;97689;106857
23109;97720;106964
23130;97748;107038
23158;97765;107106
23180;97811;107184
23211;97825;107251
23230;97863;107323
23259;97888;107382
23280;97914;107411
23309;97881;107343
23330;97850;107097
23359;97598;106483
23379;97442;106130
23409;97242;105801
23430;97210;105716
23459;97192;105744
23480;97215;105820
23510;97266;105970
23530;97341;106124
23561;97406;106282
23580;97462;106364
23610;97454;106356
23630;97466;106339
23660;97437;106312
23681;97436;106320
23709;97431;106353
23731;97475;106396
23760;97506;106515
23781;97564;106589
23810;97596;106740
23831;97647;106817
23860;97675;106919
23881;97711;106980
23910;97743;107051
23931;97763;107095
23960;97784;107190
23982;97822;107244
24010;97836;107324
24031;97863;107364
24060;97849;107301
24081;97816;107088
24111;97574;106471
24131;97413;106088
24161;97208;105781
24181;97178;105704
24211;97147;105720
24231;97199;105811
24262;97244;105965
24282;97315;106138
24311;97398;106308
24332;97458;106359
24361;97436;106363
24382;97442;106360
24411;97413;106314
24432;97420;106333
24461;97420;106349
24482;97447;106394
24511;97479;106511
24532;97531;106599
24561;97560;106728
24582;97607;106822
24612;97642;106908
24632;97676;106970
24662;97698;107043
24682;97744;107101
24712;97759;107196
24732;97799;107243
24762;97802;107296
24782;97825;107334
24812;97808;107229
24833;97756;106972
24863;97501;106382
24883;97358;106081
24912;97204;105825
24933;97178;105793
24963;97187;105878
24983;97230;105977
25012;97284;106180
25033;97381;106346
25064;97432;106483
25083;97469;106517
25112;97458;106497
25134;97466;106455
25162;97420;106433
25184;97439;106439
25212;97435;106494
25233;97482;106558
25264;97501;106658
25283;97536;106761
25313;97582;106856
25333;97633;106925
25363;97650;107008
25383;97693;107084
25413;97708;107164
25434;97745;107226
25463;97773;107272
25484;97787;107311
25513;97797;107321
25534;97794;107243
25564;97639;106806
25584;97496;106450
25614;97266;106023
25634;97206;105897
25664;97166;105902
25684;97192;105978
25713;97252;106145
25735;97323;106308
25764;97416;106506
25785;97478;106580
25814;97475;106598
25835;97482;106572
25864;97432;106517
25885;97428;106518
25914;97431;106516
25934;97439;106574
25964;97466;106658
25985;97513;106756
26014;97541;106864
26035;97596;106960
26064;97630;107029
26085;97669;107082
26115;97690;107188
26135;97743;107253
26165;97766;107352
26185;97793;107400
26215;97783;107420
26235;97801;107388
26266;97688;106951
26286;97524;106557
26315;97254;105998
26336;97149;105802
26364;97067;105719
26386;97079;105759
26415;97104;105858
26436;97160;105993
26466;97244;106196
26485;97305;106334
26515;97353;106397
26536;97374;106399
26565;97353;106351
26586;97345;106345
26615;97318;106328
26636;97340;106373
26667;97354;106438
26686;97395;106544
26716;97446;106651
26736;97503;106750
26766;97539;106843
26786;97570;106919
26816;97593;107014
26836;97641;107092
26867;97674;107164
26887;97693;107242
26916;97715;107277
26937;97745;107287
26967;97692;107094
26987;97589;106737
27016;97282;106082
27037;97149;105787
27067;97007;105568
27087;96995;105546
27116;97005;105632
27138;97042;105711
27166;97106;105914
27188;97180;106058
27216;97235;106203
27237;97286;106242
27268;97262;106209
27287;97269;106209
27317;97254;106168
27337;97268;106185
27367;97258;106253
27387;97298;106333
27417;97334;106440
27438;97388;106540
27468;97437;106651
27488;97478;106727
27517;97503;106816
27538;97557;106888
27568;97560;106966
27588;97613;107047
27619;97620;107110
27638;97658;107172
27668;97677;107198
27688;97677;107118
27718;97511;106657
27739;97353;106228
27767;97090;105723
27789;97000;105567
27820;96926;105494
27839;96951;105549
27868;96994;105668
27889;97054;105798
27918;97115;106004
27939;97190;106106
27968;97210;106159
27988;97229;106167
28018;97205;106118
28040;97207;106103
28068;97194;106116
28089;97206;106170
28119;97229;106255
28139;97275;106345
28169;97323;106479
28189;97382;106567
28219;97425;106684
28239;97455;106757
28269;97469;106827
28290;97509;106889
28319;97546;106985
28340;97572;107029
28369;97598;107113
28390;97626;107154
28420;97619;107163
28440;97623;107061
28469;97449;106569
28490;97288;106190
28520;97060;105772
28540;97009;105659
28569;96978;105674
28591;97011;105745
28619;97048;105918
28641;97129;106083
28670;97214;106281
28690;97258;106363
28720;97276;106351
28741;97272;106317
28770;97236;106282
28790;97229;106270
28820;97222;106299
28840;97255;106354
28870;97277;106450
28891;97326;106560
28921;97357;106659
28941;97411;106753
28971;97453;106833
28991;97487;106907
29021;97494;106975
29041;97539;107027
29072;97566;107112
29091;97586;107180
29121;97624;107228
29142;97653;107268
29171;97628;107205
29192;97591;107019
29222;97354;106470
29242;97231;106154
29271;97045;105880
29292;97027;105846
29321;97024;105927
29342;97085;106062
29372;97170;106295
29391;97258;106466
29421;97329;106592
29443;97358;106581
29471;97300;106539
29492;97309;106493
29521;97243;106443
29542;97260;106441
29573;97253;106462
29592;97280;106548
29622;97326;106644
29642;97379;106732
29672;97400;106833
29692;97445;106894
29722;97465;106987
29743;97513;107059
29772;97538;107139
29793;97580;107176
29822;97586;107244
29843;97612;107254
29873;97576;107125
29893;97513;106865
29922;97245;106262
29943;97100;105965
29973;96955;105728
29993;96940;105696
30022;96939;105794
30044;96995;105892
30072;97066;106102
30094;97148;106271
30124;97202;106394
30143;97225;106424
30173;97218;106378
30194;97217;106346
